type,bounding_box,begin_time,end_time,details,span
Debris_Flow+Thunderstorm_Wind,458_286_512_358,2020-07-15 12:00:00,2020-07-15 18:00:00,"Debris_Flow 2020071516 2020071518,Thunderstorm_Wind 2020071512 2020071512",0 days 10:00:00
Hail+Thunderstorm_Wind,1406_107_1449_149,2020-07-15 14:00:00,2020-07-15 15:00:00,"Hail 2020071515 2020071515,Thunderstorm_Wind 2020071514 2020071514",0 days 05:00:00
Hail,677_544_718_585,2020-07-15 14:00:00,2020-07-15 14:00:00,Hail 2020071514 2020071514,0 days 04:00:00
Hail+Thunderstorm_Wind,1275_294_1385_428,2020-07-15 14:00:00,2020-07-15 18:00:00,"Hail 2020071515 2020071518,Thunderstorm_Wind 2020071514 2020071518",0 days 08:00:00
Hail+Thunderstorm_Wind+Tornado,596_374_739_490,2020-07-15 14:00:00,2020-07-15 18:00:00,"Hail 2020071514 2020071514,Thunderstorm_Wind 2020071515 2020071518,Tornado 2020071517 2020071517",0 days 08:00:00
Hail+Thunderstorm_Wind,1250_296_1303_360,2020-07-15 14:00:00,2020-07-15 15:00:00,"Hail 2020071514 2020071514,Thunderstorm_Wind 2020071514 2020071515",0 days 05:00:00
Thunderstorm_Wind,1456_95_1500_142,2020-07-15 14:00:00,2020-07-15 14:00:00,Thunderstorm_Wind 2020071514 2020071514,0 days 04:00:00
Thunderstorm_Wind,1072_508_1125_568,2020-07-15 14:00:00,2020-07-15 15:00:00,Thunderstorm_Wind 2020071514 2020071515,0 days 05:00:00
Flash_Flood+Thunderstorm_Wind,1136_241_1188_321,2020-07-15 15:00:00,2020-07-15 18:00:00,"Flash_Flood 2020071515 2020071518,Thunderstorm_Wind 2020071515 2020071516",0 days 07:00:00
Funnel_Cloud,660_307_708_354,2020-07-15 15:00:00,2020-07-15 15:00:00,Funnel_Cloud 2020071515 2020071515,0 days 04:00:00
Thunderstorm_Wind+Tornado,1092_495_1165_599,2020-07-15 15:00:00,2020-07-15 18:00:00,"Thunderstorm_Wind 2020071515 2020071518,Tornado 2020071515 2020071516",0 days 07:00:00
Thunderstorm_Wind,1216_770_1260_815,2020-07-15 16:00:00,2020-07-15 16:00:00,Thunderstorm_Wind 2020071516 2020071516,0 days 04:00:00
Heat,289_460_429_543,2020-07-15 16:00:00,2020-07-15 16:00:00,,0 days 04:00:00
Heat,1387_333_1425_389,2020-07-15 16:00:00,2020-07-15 16:00:00,,0 days 04:00:00
Heat,673_174_728_207,2020-07-15 16:00:00,2020-07-15 16:00:00,,0 days 04:00:00
Heat,335_202_423_279,2020-07-15 16:00:00,2020-07-15 16:00:00,,0 days 04:00:00
Heat,289_62_527_544,2020-07-15 17:00:00,2020-07-15 17:00:00,,0 days 04:00:00
Heat,686_254_744_326,2020-07-15 17:00:00,2020-07-15 17:00:00,,0 days 04:00:00
Heat,1392_334_1417_365,2020-07-15 17:00:00,2020-07-15 17:00:00,,0 days 04:00:00
Heat,719_77_786_116,2020-07-15 17:00:00,2020-07-15 17:00:00,,0 days 04:00:00
Heat,665_162_737_221,2020-07-15 17:00:00,2020-07-15 17:00:00,,0 days 04:00:00
Waterspout,1467_100_1510_144,2020-07-15 18:00:00,2020-07-15 18:00:00,Waterspout 2020071518 2020071518,0 days 04:00:00
Flood+Thunderstorm_Wind,1105_198_1160_266,2020-07-15 18:00:00,2020-07-15 20:00:00,"Flood 2020071518 2020071520,Thunderstorm_Wind 2020071518 2020071520",0 days 06:00:00
Flash_Flood+Hail+Thunderstorm_Wind,1111_494_1184_559,2020-07-15 18:00:00,2020-07-16 00:00:00,"Flash_Flood 2020071520 2020071600,Hail 2020071518 2020071518,Thunderstorm_Wind 2020071518 2020071519",0 days 10:00:00
Heat,288_9_589_554,2020-07-15 18:00:00,2020-07-15 18:00:00,,0 days 04:00:00
Heat,602_10_894_379,2020-07-15 18:00:00,2020-07-15 18:00:00,,0 days 04:00:00
Heat,1389_339_1416_363,2020-07-15 18:00:00,2020-07-15 18:00:00,,0 days 04:00:00
Heat,282_0_931_568,2020-07-15 19:00:00,2020-07-15 19:00:00,,0 days 04:00:00
Marine_Thunderstorm_Wind,1444_40_1484_80,2020-07-15 19:00:00,2020-07-15 19:00:00,Marine_Thunderstorm_Wind 2020071519 2020071519,0 days 04:00:00
Wind,1410_99_1498_148,2020-07-15 19:00:00,2020-07-15 19:00:00,,0 days 04:00:00
Wind,1279_376_1321_417,2020-07-15 19:00:00,2020-07-15 19:00:00,,0 days 04:00:00
Heat,167_676_226_745,2020-07-15 19:00:00,2020-07-15 19:00:00,,0 days 04:00:00
Thunderstorm_Wind,1363_215_1406_259,2020-07-15 19:00:00,2020-07-15 19:00:00,Thunderstorm_Wind 2020071519 2020071519,0 days 04:00:00
Thunderstorm_Wind,700_392_782_474,2020-07-15 20:00:00,2020-07-16 00:00:00,Thunderstorm_Wind 2020071520 2020071600,0 days 08:00:00
Heat,269_0_934_576,2020-07-15 20:00:00,2020-07-15 20:00:00,,0 days 04:00:00
Heat,1359_327_1381_351,2020-07-15 20:00:00,2020-07-15 20:00:00,,0 days 04:00:00
Heat,161_636_334_747,2020-07-15 20:00:00,2020-07-15 20:00:00,,0 days 04:00:00
Wind,1073_523_1119_566,2020-07-15 20:00:00,2020-07-15 20:00:00,,0 days 04:00:00
Wind+Hail,1250_297_1372_412,2020-07-15 20:00:00,2020-07-15 20:00:00,,0 days 04:00:00
Hail,686_451_727_491,2020-07-15 21:00:00,2020-07-15 21:00:00,,0 days 04:00:00
Wind+Tornado,1077_521_1144_601,2020-07-15 21:00:00,2020-07-15 21:00:00,,0 days 04:00:00
Wind+Hail,1142_280_1396_375,2020-07-15 21:00:00,2020-07-15 21:00:00,,0 days 04:00:00
Tornado,1163_505_1206_548,2020-07-15 22:00:00,2020-07-15 22:00:00,Tornado 2020071522 2020071522,0 days 04:00:00
Wind+Tornado,1103_540_1164_596,2020-07-15 22:00:00,2020-07-15 22:00:00,,0 days 04:00:00
Wind,1329_309_1379_365,2020-07-15 23:00:00,2020-07-15 23:00:00,,0 days 04:00:00
Hail,744_590_790_638,2020-07-16 00:00:00,2020-07-16 00:00:00,,0 days 04:00:00
Hail,746_604_786_645,2020-07-16 01:00:00,2020-07-16 01:00:00,,0 days 04:00:00
Wind,1386_594_1428_638,2020-07-16 01:00:00,2020-07-16 01:00:00,,0 days 04:00:00
Wind,971_447_1018_491,2020-07-16 02:00:00,2020-07-16 02:00:00,,0 days 04:00:00
Wind+Hail,975_451_1015_491,2020-07-16 03:00:00,2020-07-16 03:00:00,,0 days 04:00:00
Flash_Flood+Hail+Heavy_Rain+Thunderstorm_Wind,971_437_1046_539,2020-07-16 06:00:00,2020-07-17 17:00:00,"Flash_Flood 2020071703 2020071717,Hail 2020071621 2020071621,Heavy_Rain 2020071606 2020071712,Thunderstorm_Wind 2020071620 2020071700",1 days 15:00:00
Marine_Thunderstorm_Wind+Waterspout,1417_33_1484_87,2020-07-16 09:00:00,2020-07-16 18:00:00,"Marine_Thunderstorm_Wind 2020071618 2020071618,Waterspout 2020071609 2020071612",0 days 13:00:00
Flash_Flood+Flood+Thunderstorm_Wind+Tornado,1371_690_1447_782,2020-07-16 11:00:00,2020-07-16 20:00:00,"Flash_Flood 2020071618 2020071620,Flood 2020071617 2020071618,Thunderstorm_Wind 2020071611 2020071619,Tornado 2020071615 2020071615",0 days 13:00:00
Thunderstorm_Wind,677_470_718_511,2020-07-16 13:00:00,2020-07-16 13:00:00,Thunderstorm_Wind 2020071613 2020071613,0 days 04:00:00
Thunderstorm_Wind,1365_629_1413_709,2020-07-16 14:00:00,2020-07-16 16:00:00,Thunderstorm_Wind 2020071614 2020071616,0 days 06:00:00
Thunderstorm_Wind,1099_398_1139_438,2020-07-16 14:00:00,2020-07-16 14:00:00,Thunderstorm_Wind 2020071614 2020071614,0 days 04:00:00
Thunderstorm_Wind,1410_605_1450_646,2020-07-16 14:00:00,2020-07-16 14:00:00,Thunderstorm_Wind 2020071614 2020071614,0 days 04:00:00
Thunderstorm_Wind,1384_457_1425_500,2020-07-16 14:00:00,2020-07-16 14:00:00,Thunderstorm_Wind 2020071614 2020071614,0 days 04:00:00
Thunderstorm_Wind,587_563_628_604,2020-07-16 14:00:00,2020-07-16 14:00:00,Thunderstorm_Wind 2020071614 2020071614,0 days 04:00:00
Lightning+Tornado,1373_130_1417_178,2020-07-16 14:00:00,2020-07-16 17:00:00,"Lightning 2020071614 2020071614,Tornado 2020071617 2020071617",0 days 07:00:00
Marine_Thunderstorm_Wind+Waterspout,1373_121_1420_194,2020-07-16 14:00:00,2020-07-16 17:00:00,"Marine_Thunderstorm_Wind 2020071614 2020071616,Waterspout 2020071617 2020071617",0 days 07:00:00
Thunderstorm_Wind,1401_629_1442_670,2020-07-16 14:00:00,2020-07-16 14:00:00,Thunderstorm_Wind 2020071614 2020071614,0 days 04:00:00
Thunderstorm_Wind,1336_665_1376_706,2020-07-16 16:00:00,2020-07-16 16:00:00,Thunderstorm_Wind 2020071616 2020071616,0 days 04:00:00
Heat,289_517_314_542,2020-07-16 16:00:00,2020-07-16 16:00:00,,0 days 04:00:00
Hail,1414_603_1455_644,2020-07-16 16:00:00,2020-07-16 16:00:00,Hail 2020071616 2020071616,0 days 04:00:00
Heat,306_484_337_541,2020-07-16 16:00:00,2020-07-16 16:00:00,,0 days 04:00:00
Funnel_Cloud+Hail+Thunderstorm_Wind,975_796_1057_877,2020-07-16 16:00:00,2020-07-16 18:00:00,"Funnel_Cloud 2020071618 2020071618,Hail 2020071616 2020071617,Thunderstorm_Wind 2020071616 2020071616",0 days 06:00:00
Heat,373_388_398_410,2020-07-16 16:00:00,2020-07-16 16:00:00,,0 days 04:00:00
Heat,337_235_372_279,2020-07-16 16:00:00,2020-07-16 16:00:00,,0 days 04:00:00
Heat,369_228_391_250,2020-07-16 16:00:00,2020-07-16 16:00:00,,0 days 04:00:00
Heat,389_472_419_500,2020-07-16 16:00:00,2020-07-16 16:00:00,,0 days 04:00:00
Hail,735_552_783_599,2020-07-16 17:00:00,2020-07-16 17:00:00,Hail 2020071617 2020071617,0 days 04:00:00
Hail,741_590_798_645,2020-07-16 17:00:00,2020-07-16 18:00:00,Hail 2020071617 2020071618,0 days 05:00:00
Heat,407_100_428_139,2020-07-16 17:00:00,2020-07-16 17:00:00,,0 days 04:00:00
Heat,465_318_496_364,2020-07-16 17:00:00,2020-07-16 17:00:00,,0 days 04:00:00
Heat,702_173_729_198,2020-07-16 17:00:00,2020-07-16 17:00:00,,0 days 04:00:00
Heat,335_190_436_283,2020-07-16 17:00:00,2020-07-16 17:00:00,,0 days 04:00:00
Heat,652_222_675_248,2020-07-16 17:00:00,2020-07-16 17:00:00,,0 days 04:00:00
Heat,446_163_507_218,2020-07-16 17:00:00,2020-07-16 17:00:00,,0 days 04:00:00
Heat,289_322_464_544,2020-07-16 17:00:00,2020-07-16 17:00:00,,0 days 04:00:00
Thunderstorm_Wind,1359_584_1427_643,2020-07-16 17:00:00,2020-07-16 21:00:00,Thunderstorm_Wind 2020071617 2020071621,0 days 08:00:00
Heat,398_333_454_382,2020-07-16 17:00:00,2020-07-16 17:00:00,,0 days 04:00:00
Heat,288_9_892_549,2020-07-16 18:00:00,2020-07-16 18:00:00,,0 days 04:00:00
Heat,966_187_1042_257,2020-07-16 18:00:00,2020-07-16 18:00:00,,0 days 04:00:00
Heat,1240_222_1368_318,2020-07-16 18:00:00,2020-07-16 18:00:00,,0 days 04:00:00
Heat,796_342_1021_392,2020-07-16 18:00:00,2020-07-16 18:00:00,,0 days 04:00:00
Heat,197_660_250_723,2020-07-16 19:00:00,2020-07-16 19:00:00,,0 days 04:00:00
Wind,1401_606_1450_670,2020-07-16 19:00:00,2020-07-16 19:00:00,,0 days 04:00:00
Heat,1263_229_1362_326,2020-07-16 19:00:00,2020-07-16 19:00:00,,0 days 04:00:00
Wind,1365_630_1412_677,2020-07-16 19:00:00,2020-07-16 19:00:00,,0 days 04:00:00
Heat,266_0_1090_557,2020-07-16 19:00:00,2020-07-16 19:00:00,,0 days 04:00:00
Heat,175_627_333_724,2020-07-16 20:00:00,2020-07-16 20:00:00,,0 days 04:00:00
Heat,219_0_1089_564,2020-07-16 20:00:00,2020-07-16 20:00:00,,0 days 04:00:00
Wind,678_471_718_511,2020-07-16 20:00:00,2020-07-16 20:00:00,,0 days 04:00:00
Wind,1374_640_1418_684,2020-07-16 20:00:00,2020-07-16 20:00:00,,0 days 04:00:00
Wind,1385_707_1429_754,2020-07-16 21:00:00,2020-07-16 21:00:00,,0 days 04:00:00
Wind,1369_666_1412_708,2020-07-16 21:00:00,2020-07-16 21:00:00,,0 days 04:00:00
Wind,1357_593_1430_740,2020-07-16 22:00:00,2020-07-16 22:00:00,,0 days 04:00:00
Wind+Hail,975_805_1036_860,2020-07-16 22:00:00,2020-07-16 22:00:00,,0 days 04:00:00
Wind,1386_696_1439_738,2020-07-16 23:00:00,2020-07-16 23:00:00,,0 days 04:00:00
Heavy_Rain,1378_576_1418_617,2020-07-17 00:00:00,2020-07-17 16:00:00,Heavy_Rain 2020071700 2020071716,0 days 20:00:00
Wind,887_821_955_862,2020-07-17 00:00:00,2020-07-17 00:00:00,,0 days 04:00:00
Wind,937_840_986_885,2020-07-17 00:00:00,2020-07-17 00:00:00,,0 days 04:00:00
Wind,935_822_981_862,2020-07-17 01:00:00,2020-07-17 01:00:00,,0 days 04:00:00
Thunderstorm_Wind,809_481_854_525,2020-07-17 01:00:00,2020-07-17 01:00:00,Thunderstorm_Wind 2020071701 2020071701,0 days 04:00:00
Hail+Wind,942_824_999_869,2020-07-17 01:00:00,2020-07-17 01:00:00,,0 days 04:00:00
Wind+Hail,939_804_1000_854,2020-07-17 02:00:00,2020-07-17 02:00:00,,0 days 04:00:00
Wind,960_825_1008_866,2020-07-17 02:00:00,2020-07-17 02:00:00,,0 days 04:00:00
Hail+Wind,942_800_989_843,2020-07-17 03:00:00,2020-07-17 03:00:00,,0 days 04:00:00
Wind,907_778_964_822,2020-07-17 03:00:00,2020-07-17 03:00:00,,0 days 04:00:00
Wind,847_767_890_811,2020-07-17 03:00:00,2020-07-17 03:00:00,,0 days 04:00:00
Marine_Thunderstorm_Wind+Waterspout,1468_87_1511_169,2020-07-17 04:00:00,2020-07-17 23:00:00,"Marine_Thunderstorm_Wind 2020071704 2020071723,Waterspout 2020071714 2020071714",0 days 23:00:00
Wind,823_762_971_825,2020-07-17 04:00:00,2020-07-17 04:00:00,,0 days 04:00:00
Wind,900_770_964_817,2020-07-17 05:00:00,2020-07-17 05:00:00,,0 days 04:00:00
Wind+Tornado,977_779_1027_821,2020-07-17 05:00:00,2020-07-17 05:00:00,,0 days 04:00:00
Wind,944_742_993_796,2020-07-17 06:00:00,2020-07-17 06:00:00,,0 days 04:00:00
Wind+Tornado,1014_814_1069_870,2020-07-17 06:00:00,2020-07-17 06:00:00,,0 days 04:00:00
Wind+Tornado,986_777_1060_831,2020-07-17 06:00:00,2020-07-17 06:00:00,,0 days 04:00:00
Hail,869_669_911_711,2020-07-17 07:00:00,2020-07-17 07:00:00,Hail 2020071707 2020071707,0 days 04:00:00
Marine_Thunderstorm_Wind,1418_29_1511_108,2020-07-17 07:00:00,2020-07-18 06:00:00,Marine_Thunderstorm_Wind 2020071707 2020071806,1 days 03:00:00
Hail+Thunderstorm_Wind,867_670_919_740,2020-07-17 07:00:00,2020-07-17 08:00:00,"Hail 2020071707 2020071708,Thunderstorm_Wind 2020071707 2020071707",0 days 05:00:00
Wind+Tornado,1048_810_1089_851,2020-07-17 07:00:00,2020-07-17 07:00:00,,0 days 04:00:00
Wind,1022_774_1081_834,2020-07-17 07:00:00,2020-07-17 07:00:00,,0 days 04:00:00
Wind,982_741_1033_787,2020-07-17 08:00:00,2020-07-17 08:00:00,,0 days 04:00:00
Marine_Thunderstorm_Wind,961_182_1001_222,2020-07-17 08:00:00,2020-07-17 08:00:00,Marine_Thunderstorm_Wind 2020071708 2020071708,0 days 04:00:00
Wind,1093_789_1136_830,2020-07-17 10:00:00,2020-07-17 10:00:00,,0 days 04:00:00
Wind,1087_752_1128_798,2020-07-17 10:00:00,2020-07-17 10:00:00,,0 days 04:00:00
Wind,990_702_1031_743,2020-07-17 10:00:00,2020-07-17 10:00:00,,0 days 04:00:00
Flash_Flood,1142_458_1215_510,2020-07-17 11:00:00,2020-07-17 15:00:00,Flash_Flood 2020071711 2020071715,0 days 08:00:00
Hail+Thunderstorm_Wind,763_817_892_928,2020-07-17 12:00:00,2020-07-17 20:00:00,"Hail 2020071712 2020071718,Thunderstorm_Wind 2020071712 2020071720",0 days 12:00:00
Thunderstorm_Wind,1398_489_1463_561,2020-07-17 13:00:00,2020-07-17 16:00:00,Thunderstorm_Wind 2020071713 2020071716,0 days 07:00:00
Marine_Thunderstorm_Wind,1376_108_1426_194,2020-07-17 13:00:00,2020-07-17 15:00:00,Marine_Thunderstorm_Wind 2020071713 2020071715,0 days 06:00:00
Funnel_Cloud+Hail+Thunderstorm_Wind+Tornado,817_785_931_939,2020-07-17 13:00:00,2020-07-17 21:00:00,"Funnel_Cloud 2020071714 2020071714,Hail 2020071713 2020071720,Thunderstorm_Wind 2020071713 2020071721,Tornado 2020071713 2020071714",0 days 12:00:00
Flash_Flood,1220_490_1265_535,2020-07-17 13:00:00,2020-07-17 16:00:00,Flash_Flood 2020071713 2020071716,0 days 07:00:00
Marine_Thunderstorm_Wind,1490_556_1534_603,2020-07-17 14:00:00,2020-07-17 14:00:00,Marine_Thunderstorm_Wind 2020071714 2020071714,0 days 04:00:00
Thunderstorm_Wind,1333_433_1431_495,2020-07-17 14:00:00,2020-07-17 17:00:00,Thunderstorm_Wind 2020071714 2020071717,0 days 07:00:00
Lightning,605_524_646_565,2020-07-17 14:00:00,2020-07-17 14:00:00,Lightning 2020071714 2020071714,0 days 04:00:00
Hail+Thunderstorm_Wind+Tornado,888_780_989_921,2020-07-17 15:00:00,2020-07-17 21:00:00,"Hail 2020071719 2020071720,Thunderstorm_Wind 2020071715 2020071721,Tornado 2020071715 2020071715",0 days 10:00:00
Flash_Flood+Thunderstorm_Wind,1117_484_1161_533,2020-07-17 15:00:00,2020-07-17 17:00:00,"Flash_Flood 2020071715 2020071717,Thunderstorm_Wind 2020071715 2020071715",0 days 06:00:00
Thunderstorm_Wind,1465_530_1506_572,2020-07-17 15:00:00,2020-07-17 15:00:00,Thunderstorm_Wind 2020071715 2020071715,0 days 04:00:00
Flash_Flood+Thunderstorm_Wind,1324_496_1368_541,2020-07-17 15:00:00,2020-07-17 16:00:00,"Flash_Flood 2020071715 2020071716,Thunderstorm_Wind 2020071716 2020071716",0 days 05:00:00
Heat,391_473_419_515,2020-07-17 16:00:00,2020-07-17 16:00:00,,0 days 04:00:00
Heat,324_229_375_304,2020-07-17 16:00:00,2020-07-17 16:00:00,,0 days 04:00:00
Thunderstorm_Wind,1414_485_1455_527,2020-07-17 16:00:00,2020-07-17 16:00:00,Thunderstorm_Wind 2020071716 2020071716,0 days 04:00:00
Thunderstorm_Wind,1419_472_1494_532,2020-07-17 16:00:00,2020-07-17 17:00:00,Thunderstorm_Wind 2020071716 2020071717,0 days 05:00:00
Heat,289_482_338_542,2020-07-17 16:00:00,2020-07-17 16:00:00,,0 days 04:00:00
Thunderstorm_Wind,631_390_671_430,2020-07-17 16:00:00,2020-07-17 16:00:00,Thunderstorm_Wind 2020071716 2020071716,0 days 04:00:00
Heat,289_408_440_545,2020-07-17 17:00:00,2020-07-17 17:00:00,,0 days 04:00:00
Heat,653_166_740_246,2020-07-17 17:00:00,2020-07-17 17:00:00,,0 days 04:00:00
Heat,437_128_527_212,2020-07-17 17:00:00,2020-07-17 17:00:00,,0 days 04:00:00
Heat,810_373_836_394,2020-07-17 17:00:00,2020-07-17 17:00:00,,0 days 04:00:00
Heat,414_344_458_383,2020-07-17 17:00:00,2020-07-17 17:00:00,,0 days 04:00:00
Heat,320_224_427_364,2020-07-17 17:00:00,2020-07-17 17:00:00,,0 days 04:00:00
Heat,644_78_778_300,2020-07-17 18:00:00,2020-07-17 18:00:00,,0 days 04:00:00
Heat,860_153_915_223,2020-07-17 18:00:00,2020-07-17 18:00:00,,0 days 04:00:00
Heat,816_0_875_88,2020-07-17 18:00:00,2020-07-17 18:00:00,,0 days 04:00:00
Marine_Thunderstorm_Wind,1507_528_1547_568,2020-07-17 18:00:00,2020-07-17 18:00:00,Marine_Thunderstorm_Wind 2020071718 2020071718,0 days 04:00:00
Heat,764_323_853_429,2020-07-17 18:00:00,2020-07-17 18:00:00,,0 days 04:00:00
Wind,1418_518_1462_561,2020-07-17 18:00:00,2020-07-17 18:00:00,,0 days 04:00:00
Hail+Wind,772_872_861_929,2020-07-17 18:00:00,2020-07-17 18:00:00,,0 days 04:00:00
Heat,755_683_804_737,2020-07-17 18:00:00,2020-07-17 18:00:00,,0 days 04:00:00
Heat,288_12_526_557,2020-07-17 18:00:00,2020-07-17 18:00:00,,0 days 04:00:00
Heat,282_0_911_557,2020-07-17 19:00:00,2020-07-17 19:00:00,,0 days 04:00:00
Heat,1336_228_1363_254,2020-07-17 19:00:00,2020-07-17 19:00:00,,0 days 04:00:00
Heat,425_595_461_655,2020-07-17 19:00:00,2020-07-17 19:00:00,,0 days 04:00:00
Flood+Thunderstorm_Wind,956_802_1056_873,2020-07-17 19:00:00,2020-07-18 03:00:00,"Flood 2020071723 2020071803,Thunderstorm_Wind 2020071719 2020071800",0 days 12:00:00
Hail+Wind+Tornado,784_871_923_937,2020-07-17 19:00:00,2020-07-17 19:00:00,,0 days 04:00:00
Wind,1336_431_1451_552,2020-07-17 19:00:00,2020-07-17 19:00:00,,0 days 04:00:00
Heat,714_582_842_741,2020-07-17 19:00:00,2020-07-17 19:00:00,,0 days 04:00:00
Heat,599_0_908_760,2020-07-17 20:00:00,2020-07-17 20:00:00,,0 days 04:00:00
Heat,212_0_559_671,2020-07-17 20:00:00,2020-07-17 20:00:00,,0 days 04:00:00
Wind,810_874_905_938,2020-07-17 20:00:00,2020-07-17 20:00:00,,0 days 04:00:00
Wind,1391_432_1506_571,2020-07-17 20:00:00,2020-07-17 20:00:00,,0 days 04:00:00
Hail+Thunderstorm_Wind+Tornado,904_699_1038_846,2020-07-17 20:00:00,2020-07-18 04:00:00,"Hail 2020071720 2020071720,Thunderstorm_Wind 2020071721 2020071804,Tornado 2020071723 2020071800",0 days 12:00:00
Thunderstorm_Wind,822_747_938_828,2020-07-17 21:00:00,2020-07-17 23:00:00,Thunderstorm_Wind 2020071721 2020071723,0 days 06:00:00
Wind,1328_447_1465_539,2020-07-17 21:00:00,2020-07-17 21:00:00,,0 days 04:00:00
Thunderstorm_Wind,895_772_949_822,2020-07-17 21:00:00,2020-07-17 23:00:00,Thunderstorm_Wind 2020071721 2020071723,0 days 06:00:00
Wind,1119_488_1161_533,2020-07-17 21:00:00,2020-07-17 21:00:00,,0 days 04:00:00
Wind+Tornado,812_847_935_924,2020-07-17 21:00:00,2020-07-17 21:00:00,,0 days 04:00:00
Wind,1387_445_1493_531,2020-07-17 22:00:00,2020-07-17 22:00:00,,0 days 04:00:00
Hail+Wind,793_850_954_920,2020-07-17 22:00:00,2020-07-17 22:00:00,,0 days 04:00:00
Wind+Hail,793_815_972_894,2020-07-17 23:00:00,2020-07-17 23:00:00,,0 days 04:00:00
Wind,799_542_857_584,2020-07-18 00:00:00,2020-07-18 00:00:00,,0 days 04:00:00
Thunderstorm_Wind,925_730_965_770,2020-07-18 00:00:00,2020-07-18 00:00:00,Thunderstorm_Wind 2020071800 2020071800,0 days 04:00:00
Thunderstorm_Wind,884_727_937_780,2020-07-18 00:00:00,2020-07-18 00:00:00,Thunderstorm_Wind 2020071800 2020071800,0 days 04:00:00
Thunderstorm_Wind+Tornado,1005_784_1102_859,2020-07-18 00:00:00,2020-07-18 02:00:00,"Thunderstorm_Wind 2020071800 2020071802,Tornado 2020071800 2020071801",0 days 06:00:00
Wind,821_543_864_585,2020-07-18 01:00:00,2020-07-18 01:00:00,,0 days 04:00:00
Thunderstorm_Wind,1024_743_1086_816,2020-07-18 01:00:00,2020-07-18 03:00:00,Thunderstorm_Wind 2020071801 2020071803,0 days 06:00:00
Wind,1048_828_1091_869,2020-07-18 02:00:00,2020-07-18 02:00:00,,0 days 04:00:00
Thunderstorm_Wind,1086_750_1186_835,2020-07-18 03:00:00,2020-07-18 06:00:00,Thunderstorm_Wind 2020071803 2020071806,0 days 07:00:00
Wind,1051_810_1091_852,2020-07-18 03:00:00,2020-07-18 03:00:00,,0 days 04:00:00
Wind,1089_828_1154_872,2020-07-18 04:00:00,2020-07-18 04:00:00,,0 days 04:00:00
Hail+Wind,1107_841_1147_881,2020-07-18 04:00:00,2020-07-18 04:00:00,,0 days 04:00:00
Wind,1064_784_1124_835,2020-07-18 05:00:00,2020-07-18 05:00:00,,0 days 04:00:00
Marine_Thunderstorm_Wind,1096_834_1154_898,2020-07-18 05:00:00,2020-07-18 05:00:00,Marine_Thunderstorm_Wind 2020071805 2020071805,0 days 04:00:00
Tornado+Wind,1045_739_1086_779,2020-07-18 05:00:00,2020-07-18 05:00:00,,0 days 04:00:00
Marine_Thunderstorm_Wind,1134_754_1191_813,2020-07-18 06:00:00,2020-07-18 07:00:00,Marine_Thunderstorm_Wind 2020071806 2020071807,0 days 05:00:00
Waterspout,1428_340_1474_389,2020-07-18 07:00:00,2020-07-18 07:00:00,Waterspout 2020071807 2020071807,0 days 04:00:00
Thunderstorm_Wind,1047_714_1087_754,2020-07-18 07:00:00,2020-07-18 07:00:00,Thunderstorm_Wind 2020071807 2020071807,0 days 04:00:00
Marine_Thunderstorm_Wind,1149_784_1196_835,2020-07-18 07:00:00,2020-07-18 07:00:00,Marine_Thunderstorm_Wind 2020071807 2020071807,0 days 04:00:00
Wind,1085_722_1126_762,2020-07-18 08:00:00,2020-07-18 08:00:00,,0 days 04:00:00
Thunderstorm_Wind,1086_664_1131_707,2020-07-18 09:00:00,2020-07-18 10:00:00,Thunderstorm_Wind 2020071809 2020071810,0 days 05:00:00
Wind,1218_797_1259_838,2020-07-18 09:00:00,2020-07-18 09:00:00,,0 days 04:00:00
Wind,1090_712_1135_754,2020-07-18 09:00:00,2020-07-18 09:00:00,,0 days 04:00:00
Flash_Flood+Thunderstorm_Wind,1194_760_1270_834,2020-07-18 10:00:00,2020-07-18 12:00:00,"Flash_Flood 2020071811 2020071812,Thunderstorm_Wind 2020071810 2020071811",0 days 06:00:00
Thunderstorm_Wind,1136_692_1177_734,2020-07-18 11:00:00,2020-07-18 11:00:00,Thunderstorm_Wind 2020071811 2020071811,0 days 04:00:00
Thunderstorm_Wind,1113_649_1156_694,2020-07-18 11:00:00,2020-07-18 11:00:00,Thunderstorm_Wind 2020071811 2020071811,0 days 04:00:00
Marine_Thunderstorm_Wind,1139_687_1181_729,2020-07-18 12:00:00,2020-07-18 12:00:00,Marine_Thunderstorm_Wind 2020071812 2020071812,0 days 04:00:00
Marine_Thunderstorm_Wind,1155_775_1202_825,2020-07-18 12:00:00,2020-07-18 12:00:00,Marine_Thunderstorm_Wind 2020071812 2020071812,0 days 04:00:00
