type,bounding_box,begin_time,end_time,details
Thunderstorm_Wind,1212_587_1254_630,2020-07-12 19:00:00,2020-07-12 19:00:00,Thunderstorm_Wind 2020071219 2020071219
Hail+Thunderstorm_Wind,753_601_846_708,2020-07-09 19:00:00,2020-07-09 23:00:00,"Hail 2020070919 2020070920,Thunderstorm_Wind 2020070921 2020070923"
Hail+Thunderstorm_Wind,1021_671_1071_725,2020-07-11 07:00:00,2020-07-11 08:00:00,"Hail 2020071107 2020071107,Thunderstorm_Wind 2020071107 2020071108"
Thunderstorm_Wind,1498_496_1539_537,2020-07-01 18:00:00,2020-07-01 18:00:00,Thunderstorm_Wind 2020070118 2020070118
Flash_Flood,1464_510_1541_593,2020-07-01 16:00:00,2020-07-01 19:00:00,Flash_Flood 2020070116 2020070119
Hail+Thunderstorm_Wind,746_468_868_563,2020-07-29 15:00:00,2020-07-29 22:00:00,"Hail 2020072915 2020072917,Thunderstorm_Wind 2020072917 2020072922"
Thunderstorm_Wind,1199_243_1240_284,2020-07-12 16:00:00,2020-07-12 16:00:00,Thunderstorm_Wind 2020071216 2020071216
Marine_Thunderstorm_Wind,1183_216_1277_281,2020-07-12 17:00:00,2020-07-12 20:00:00,Marine_Thunderstorm_Wind 2020071217 2020071220
Flash_Flood+Flood,1461_575_1505_629,2020-07-23 20:00:00,2020-07-23 22:00:00,"Flash_Flood 2020072320 2020072322,Flood 2020072320 2020072322"
Marine_Thunderstorm_Wind,1476_567_1516_607,2020-07-07 12:00:00,2020-07-07 12:00:00,Marine_Thunderstorm_Wind 2020070712 2020070712
Flash_Flood,1526_673_1571_721,2020-07-10 14:00:00,2020-07-10 16:00:00,Flash_Flood 2020071014 2020071016
Hail+Thunderstorm_Wind,610_769_746_857,2020-07-03 15:00:00,2020-07-03 18:00:00,"Hail 2020070316 2020070316,Thunderstorm_Wind 2020070315 2020070318"
Marine_Thunderstorm_Wind,1419_187_1473_250,2020-07-12 16:00:00,2020-07-12 18:00:00,Marine_Thunderstorm_Wind 2020071216 2020071218
Flash_Flood+Thunderstorm_Wind,1336_542_1414_601,2020-07-12 16:00:00,2020-07-12 22:00:00,"Flash_Flood 2020071221 2020071222,Thunderstorm_Wind 2020071216 2020071216"
Thunderstorm_Wind,1367_573_1412_617,2020-07-20 17:00:00,2020-07-20 17:00:00,Thunderstorm_Wind 2020072017 2020072017
Lightning+Thunderstorm_Wind,1286_377_1344_426,2020-07-27 16:00:00,2020-07-27 18:00:00,"Lightning 2020072717 2020072717,Thunderstorm_Wind 2020072716 2020072718"
Flood+Hail+Thunderstorm_Wind,1457_90_1514_177,2020-07-05 13:00:00,2020-07-05 19:00:00,"Flood 2020070514 2020070519,Hail 2020070514 2020070514,Thunderstorm_Wind 2020070513 2020070514"
Flash_Flood+Lightning+Thunderstorm_Wind,1185_458_1226_510,2020-07-05 14:00:00,2020-07-05 18:00:00,"Flash_Flood 2020070516 2020070518,Lightning 2020070514 2020070514,Thunderstorm_Wind 2020070515 2020070515"
Thunderstorm_Wind,1077_463_1120_506,2020-07-20 15:00:00,2020-07-20 15:00:00,Thunderstorm_Wind 2020072015 2020072015
Flash_Flood+Thunderstorm_Wind,1134_464_1202_534,2020-07-20 11:00:00,2020-07-20 17:00:00,"Flash_Flood 2020072015 2020072017,Thunderstorm_Wind 2020072011 2020072011"
Thunderstorm_Wind,1118_493_1158_533,2020-07-21 14:00:00,2020-07-21 14:00:00,Thunderstorm_Wind 2020072114 2020072114
Hail+Thunderstorm_Wind+Tornado,705_591_798_649,2020-07-08 15:00:00,2020-07-08 17:00:00,"Hail 2020070816 2020070816,Thunderstorm_Wind 2020070815 2020070817,Tornado 2020070816 2020070817"
Marine_Thunderstorm_Wind,1418_183_1473_247,2020-07-14 14:00:00,2020-07-14 15:00:00,Marine_Thunderstorm_Wind 2020071414 2020071415
Marine_Thunderstorm_Wind+Waterspout,1436_143_1485_240,2020-07-11 13:00:00,2020-07-11 15:00:00,"Marine_Thunderstorm_Wind 2020071113 2020071114,Waterspout 2020071115 2020071115"
Thunderstorm_Wind,952_827_999_875,2020-07-25 03:00:00,2020-07-25 03:00:00,Thunderstorm_Wind 2020072503 2020072503
Flash_Flood,1039_778_1110_831,2020-07-26 01:00:00,2020-07-26 11:00:00,Flash_Flood 2020072601 2020072611
Marine_Thunderstorm_Wind,1093_811_1210_912,2020-07-06 14:00:00,2020-07-06 19:00:00,Marine_Thunderstorm_Wind 2020070614 2020070619
Marine_Thunderstorm_Wind,1149_784_1203_837,2020-07-06 16:00:00,2020-07-06 17:00:00,Marine_Thunderstorm_Wind 2020070616 2020070617
Flood+Thunderstorm_Wind,1013_674_1085_735,2020-07-11 16:00:00,2020-07-11 18:00:00,"Flood 2020071117 2020071118,Thunderstorm_Wind 2020071116 2020071117"
Thunderstorm_Wind,1063_671_1104_719,2020-07-11 18:00:00,2020-07-11 18:00:00,Thunderstorm_Wind 2020071118 2020071118
Thunderstorm_Wind,1047_714_1087_754,2020-07-18 07:00:00,2020-07-18 07:00:00,Thunderstorm_Wind 2020071807 2020071807
Funnel_Cloud+Hail+Thunderstorm_Wind+Tornado,1044_709_1128_798,2020-07-18 23:00:00,2020-07-19 03:00:00,"Funnel_Cloud 2020071900 2020071900,Hail 2020071900 2020071900,Thunderstorm_Wind 2020071902 2020071903,Tornado 2020071823 2020071823"
Hail,886_832_927_873,2020-07-06 15:00:00,2020-07-06 15:00:00,Hail 2020070615 2020070615
Hail+Thunderstorm_Wind,867_792_934_852,2020-07-05 15:00:00,2020-07-05 16:00:00,"Hail 2020070515 2020070515,Thunderstorm_Wind 2020070516 2020070516"
Hail+Thunderstorm_Wind,879_454_970_521,2020-07-09 04:00:00,2020-07-09 07:00:00,"Hail 2020070907 2020070907,Thunderstorm_Wind 2020070904 2020070905"
Marine_Thunderstorm_Wind,1501_519_1546_588,2020-07-01 13:00:00,2020-07-01 15:00:00,Marine_Thunderstorm_Wind 2020070113 2020070115
Marine_Thunderstorm_Wind,1517_509_1560_554,2020-07-01 16:00:00,2020-07-01 16:00:00,Marine_Thunderstorm_Wind 2020070116 2020070116
Marine_Thunderstorm_Wind,1187_225_1228_266,2020-07-08 17:00:00,2020-07-08 17:00:00,Marine_Thunderstorm_Wind 2020070817 2020070817
Marine_Thunderstorm_Wind,1231_228_1271_268,2020-07-22 13:00:00,2020-07-22 13:00:00,Marine_Thunderstorm_Wind 2020072213 2020072213
Hail,668_503_767_576,2020-07-03 12:00:00,2020-07-03 16:00:00,Hail 2020070312 2020070316
Flash_Flood+Heavy_Rain+Thunderstorm_Wind,661_472_745_569,2020-07-04 15:00:00,2020-07-04 19:00:00,"Flash_Flood 2020070418 2020070419,Heavy_Rain 2020070415 2020070415,Thunderstorm_Wind 2020070417 2020070417"
Hail,653_504_782_563,2020-07-12 12:00:00,2020-07-12 19:00:00,Hail 2020071212 2020071219
Hail,231_582_286_631,2020-07-20 13:00:00,2020-07-20 13:00:00,Hail 2020072013 2020072013
Thunderstorm_Wind,1331_391_1402_466,2020-07-18 15:00:00,2020-07-18 16:00:00,Thunderstorm_Wind 2020071815 2020071816
Thunderstorm_Wind,1333_431_1376_475,2020-07-19 14:00:00,2020-07-19 14:00:00,Thunderstorm_Wind 2020071914 2020071914
Hail+Thunderstorm_Wind,646_829_755_914,2020-07-03 17:00:00,2020-07-03 20:00:00,"Hail 2020070317 2020070319,Thunderstorm_Wind 2020070319 2020070320"
Thunderstorm_Wind,1250_557_1291_598,2020-07-11 18:00:00,2020-07-11 18:00:00,Thunderstorm_Wind 2020071118 2020071118
Thunderstorm_Wind,1251_472_1292_514,2020-07-05 14:00:00,2020-07-05 14:00:00,Thunderstorm_Wind 2020070514 2020070514
Thunderstorm_Wind,1347_423_1416_482,2020-07-25 13:00:00,2020-07-25 17:00:00,Thunderstorm_Wind 2020072513 2020072517
Thunderstorm_Wind,1341_410_1383_453,2020-07-24 13:00:00,2020-07-24 13:00:00,Thunderstorm_Wind 2020072413 2020072413
Hail+Thunderstorm_Wind,1284_437_1325_479,2020-07-09 17:00:00,2020-07-09 17:00:00,"Hail 2020070917 2020070917,Thunderstorm_Wind 2020070917 2020070917"
Thunderstorm_Wind,1321_475_1362_517,2020-07-19 15:00:00,2020-07-19 15:00:00,Thunderstorm_Wind 2020071915 2020071915
Thunderstorm_Wind,1331_501_1375_545,2020-07-05 15:00:00,2020-07-05 16:00:00,Thunderstorm_Wind 2020070515 2020070516
Flash_Flood+Thunderstorm_Wind,1324_496_1368_541,2020-07-17 15:00:00,2020-07-17 16:00:00,"Flash_Flood 2020071715 2020071716,Thunderstorm_Wind 2020071716 2020071716"
Marine_Thunderstorm_Wind,1139_687_1181_729,2020-07-18 12:00:00,2020-07-18 12:00:00,Marine_Thunderstorm_Wind 2020071812 2020071812
Thunderstorm_Wind,901_787_944_838,2020-07-08 22:00:00,2020-07-09 00:00:00,Thunderstorm_Wind 2020070822 2020070900
Flash_Flood,1322_499_1413_615,2020-07-30 13:00:00,2020-07-31 01:00:00,Flash_Flood 2020073013 2020073101
Hail+Thunderstorm_Wind,1004_826_1062_907,2020-07-05 14:00:00,2020-07-05 19:00:00,"Hail 2020070514 2020070517,Thunderstorm_Wind 2020070516 2020070519"
Flash_Flood+Flood,1135_448_1192_496,2020-07-01 14:00:00,2020-07-01 20:00:00,"Flash_Flood 2020070115 2020070120,Flood 2020070114 2020070115"
Marine_Thunderstorm_Wind+Waterspout,1468_87_1511_169,2020-07-17 04:00:00,2020-07-17 23:00:00,"Marine_Thunderstorm_Wind 2020071704 2020071723,Waterspout 2020071714 2020071714"
Hail+Thunderstorm_Wind,639_863_754_939,2020-07-04 19:00:00,2020-07-04 21:00:00,"Hail 2020070419 2020070419,Thunderstorm_Wind 2020070419 2020070421"
Hail,215_662_256_702,2020-07-27 15:00:00,2020-07-27 15:00:00,Hail 2020072715 2020072715
Thunderstorm_Wind,682_563_791_630,2020-07-07 13:00:00,2020-07-07 21:00:00,Thunderstorm_Wind 2020070713 2020070721
Thunderstorm_Wind,1259_409_1372_516,2020-07-24 15:00:00,2020-07-24 19:00:00,Thunderstorm_Wind 2020072415 2020072419
Thunderstorm_Wind,1306_475_1347_516,2020-07-23 15:00:00,2020-07-23 15:00:00,Thunderstorm_Wind 2020072315 2020072315
Thunderstorm_Wind,1269_425_1320_487,2020-07-20 20:00:00,2020-07-20 21:00:00,Thunderstorm_Wind 2020072020 2020072021
Thunderstorm_Wind,1267_416_1308_504,2020-07-21 15:00:00,2020-07-21 20:00:00,Thunderstorm_Wind 2020072115 2020072120
Marine_Thunderstorm_Wind,1429_134_1488_250,2020-07-27 14:00:00,2020-07-27 18:00:00,Marine_Thunderstorm_Wind 2020072714 2020072718
Marine_Thunderstorm_Wind,1150_784_1203_832,2020-07-10 01:00:00,2020-07-10 02:00:00,Marine_Thunderstorm_Wind 2020071001 2020071002
Marine_Thunderstorm_Wind,1096_834_1154_898,2020-07-18 05:00:00,2020-07-18 05:00:00,Marine_Thunderstorm_Wind 2020071805 2020071805
Thunderstorm_Wind,1402_441_1483_517,2020-07-05 12:00:00,2020-07-05 19:00:00,Thunderstorm_Wind 2020070512 2020070519
Hail,754_573_837_682,2020-07-12 08:00:00,2020-07-12 18:00:00,Hail 2020071208 2020071218
Funnel_Cloud+Thunderstorm_Wind,1044_707_1087_749,2020-07-21 16:00:00,2020-07-21 16:00:00,"Funnel_Cloud 2020072116 2020072116,Thunderstorm_Wind 2020072116 2020072116"
Hail,877_795_919_837,2020-07-31 17:00:00,2020-07-31 17:00:00,Hail 2020073117 2020073117
Hail,844_863_911_936,2020-07-25 15:00:00,2020-07-25 20:00:00,Hail 2020072515 2020072520
Flash_Flood,1186_330_1226_370,2020-07-07 20:00:00,2020-07-07 21:00:00,Flash_Flood 2020070720 2020070721
Marine_Thunderstorm_Wind,1495_521_1539_567,2020-07-01 16:00:00,2020-07-01 16:00:00,Marine_Thunderstorm_Wind 2020070116 2020070116
Waterspout,1501_530_1547_579,2020-07-02 09:00:00,2020-07-02 09:00:00,Waterspout 2020070209 2020070209
Thunderstorm_Wind,1432_521_1474_565,2020-07-05 18:00:00,2020-07-05 18:00:00,Thunderstorm_Wind 2020070518 2020070518
Thunderstorm_Wind,1495_583_1535_624,2020-07-06 19:00:00,2020-07-06 19:00:00,Thunderstorm_Wind 2020070619 2020070619
Marine_Thunderstorm_Wind,1518_563_1568_625,2020-07-10 05:00:00,2020-07-10 07:00:00,Marine_Thunderstorm_Wind 2020071005 2020071007
Thunderstorm_Wind,892_602_964_689,2020-07-01 00:00:00,2020-07-01 12:00:00,Thunderstorm_Wind 2020070100 2020070112
Thunderstorm_Wind,1077_790_1122_846,2020-07-08 21:00:00,2020-07-08 22:00:00,Thunderstorm_Wind 2020070821 2020070822
Hail+Thunderstorm_Wind,1081_743_1122_784,2020-07-14 18:00:00,2020-07-14 18:00:00,"Hail 2020071418 2020071418,Thunderstorm_Wind 2020071418 2020071418"
Hail,1120_731_1161_773,2020-07-09 11:00:00,2020-07-09 11:00:00,Hail 2020070911 2020070911
Hail,726_499_768_540,2020-07-02 13:00:00,2020-07-02 13:00:00,Hail 2020070213 2020070213
Thunderstorm_Wind,1012_292_1054_335,2020-07-03 11:00:00,2020-07-03 11:00:00,Thunderstorm_Wind 2020070311 2020070311
Flash_Flood,982_317_1051_368,2020-07-06 11:00:00,2020-07-06 15:00:00,Flash_Flood 2020070611 2020070615
Hail+Lightning,1517_674_1598_747,2020-07-01 14:00:00,2020-07-01 17:00:00,"Hail 2020070116 2020070116,Lightning 2020070114 2020070117"
Thunderstorm_Wind,1359_430_1403_474,2020-07-20 15:00:00,2020-07-20 15:00:00,Thunderstorm_Wind 2020072015 2020072015
Thunderstorm_Wind,1361_410_1402_451,2020-07-20 15:00:00,2020-07-20 15:00:00,Thunderstorm_Wind 2020072015 2020072015
Thunderstorm_Wind,1274_484_1315_526,2020-07-23 13:00:00,2020-07-23 13:00:00,Thunderstorm_Wind 2020072313 2020072313
Thunderstorm_Wind,1280_481_1321_522,2020-07-21 22:00:00,2020-07-21 22:00:00,Thunderstorm_Wind 2020072122 2020072122
Thunderstorm_Wind,1245_529_1287_571,2020-07-06 16:00:00,2020-07-06 16:00:00,Thunderstorm_Wind 2020070616 2020070616
Flood+Thunderstorm_Wind,1250_558_1311_605,2020-07-06 15:00:00,2020-07-06 18:00:00,"Flood 2020070617 2020070618,Thunderstorm_Wind 2020070615 2020070617"
Flash_Flood,485_368_558_475,2020-07-27 15:00:00,2020-07-27 19:00:00,Flash_Flood 2020072715 2020072719
Thunderstorm_Wind,505_405_549_448,2020-07-13 13:00:00,2020-07-13 13:00:00,Thunderstorm_Wind 2020071313 2020071313
Funnel_Cloud,490_414_538_460,2020-07-25 11:00:00,2020-07-25 11:00:00,Funnel_Cloud 2020072511 2020072511
Heavy_Rain,471_379_547_420,2020-07-23 11:00:00,2020-07-23 16:00:00,Heavy_Rain 2020072311 2020072316
Tornado,1163_505_1206_548,2020-07-15 22:00:00,2020-07-15 22:00:00,Tornado 2020071522 2020071522
Thunderstorm_Wind,1262_435_1374_516,2020-07-31 15:00:00,2020-07-31 19:00:00,Thunderstorm_Wind 2020073115 2020073119
Thunderstorm_Wind,1428_543_1469_594,2020-07-01 14:00:00,2020-07-01 15:00:00,Thunderstorm_Wind 2020070114 2020070115
Hail+Thunderstorm_Wind,1480_570_1518_641,2020-07-01 12:00:00,2020-07-01 15:00:00,"Hail 2020070114 2020070115,Thunderstorm_Wind 2020070112 2020070114"
Marine_Thunderstorm_Wind,1429_146_1482_250,2020-07-01 14:00:00,2020-07-01 16:00:00,Marine_Thunderstorm_Wind 2020070114 2020070116
Flash_Flood,1142_458_1215_510,2020-07-17 11:00:00,2020-07-17 15:00:00,Flash_Flood 2020071711 2020071715
Flash_Flood,1100_491_1141_533,2020-07-27 16:00:00,2020-07-27 20:00:00,Flash_Flood 2020072716 2020072720
Flood,1189_481_1229_521,2020-07-01 00:00:00,2020-07-01 14:00:00,Flood 2020070100 2020070114
Marine_Thunderstorm_Wind,1149_784_1196_835,2020-07-18 07:00:00,2020-07-18 07:00:00,Marine_Thunderstorm_Wind 2020071807 2020071807
Marine_Thunderstorm_Wind,1063_809_1215_901,2020-07-18 21:00:00,2020-07-19 02:00:00,Marine_Thunderstorm_Wind 2020071821 2020071902
Thunderstorm_Wind,1419_472_1494_532,2020-07-17 16:00:00,2020-07-17 17:00:00,Thunderstorm_Wind 2020071716 2020071717
Lightning+Thunderstorm_Wind,1405_453_1491_510,2020-07-18 14:00:00,2020-07-18 17:00:00,"Lightning 2020071817 2020071817,Thunderstorm_Wind 2020071814 2020071814"
Funnel_Cloud,1046_706_1095_804,2020-07-21 17:00:00,2020-07-21 20:00:00,Funnel_Cloud 2020072117 2020072120
Flash_Flood+Heavy_Rain,1373_390_1415_432,2020-07-01 12:00:00,2020-07-01 15:00:00,"Flash_Flood 2020070114 2020070115,Heavy_Rain 2020070112 2020070115"
Hail+Thunderstorm_Wind,1400_387_1445_462,2020-07-13 14:00:00,2020-07-13 16:00:00,"Hail 2020071314 2020071314,Thunderstorm_Wind 2020071314 2020071316"
Hail+Thunderstorm_Wind,1385_392_1435_453,2020-07-24 14:00:00,2020-07-24 15:00:00,"Hail 2020072415 2020072415,Thunderstorm_Wind 2020072414 2020072415"
Hail+Thunderstorm_Wind,911_782_964_825,2020-07-26 01:00:00,2020-07-26 01:00:00,"Hail 2020072601 2020072601,Thunderstorm_Wind 2020072601 2020072601"
Hail+Thunderstorm_Wind,1482_485_1539_540,2020-07-13 17:00:00,2020-07-13 19:00:00,"Hail 2020071317 2020071317,Thunderstorm_Wind 2020071319 2020071319"
Marine_Thunderstorm_Wind,1507_528_1547_568,2020-07-17 18:00:00,2020-07-17 18:00:00,Marine_Thunderstorm_Wind 2020071718 2020071718
Flood,1524_586_1564_626,2020-07-10 10:00:00,2020-07-10 14:00:00,Flood 2020071010 2020071014
Marine_Thunderstorm_Wind,1498_521_1541_565,2020-07-18 17:00:00,2020-07-18 17:00:00,Marine_Thunderstorm_Wind 2020071817 2020071817
Lightning,1499_586_1539_626,2020-07-22 17:00:00,2020-07-22 17:00:00,Lightning 2020072217 2020072217
Marine_Thunderstorm_Wind,1255_212_1311_269,2020-07-10 12:00:00,2020-07-12 20:00:00,Marine_Thunderstorm_Wind 2020071012 2020071220
Thunderstorm_Wind,827_395_923_500,2020-07-13 01:00:00,2020-07-13 04:00:00,Thunderstorm_Wind 2020071301 2020071304
Thunderstorm_Wind,818_433_863_477,2020-07-19 16:00:00,2020-07-19 16:00:00,Thunderstorm_Wind 2020071916 2020071916
Hail+Lightning+Thunderstorm_Wind,1540_703_1618_758,2020-07-01 13:00:00,2020-07-01 18:00:00,"Hail 2020070113 2020070113,Lightning 2020070118 2020070118,Thunderstorm_Wind 2020070114 2020070114"
Thunderstorm_Wind,1281_477_1337_527,2020-07-24 16:00:00,2020-07-24 16:00:00,Thunderstorm_Wind 2020072416 2020072416
Thunderstorm_Wind,1307_511_1349_553,2020-07-27 18:00:00,2020-07-27 18:00:00,Thunderstorm_Wind 2020072718 2020072718
Thunderstorm_Wind,1242_610_1283_651,2020-07-21 15:00:00,2020-07-21 15:00:00,Thunderstorm_Wind 2020072115 2020072115
Flash_Flood+Thunderstorm_Wind,1117_484_1161_533,2020-07-17 15:00:00,2020-07-17 17:00:00,"Flash_Flood 2020071715 2020071717,Thunderstorm_Wind 2020071715 2020071715"
Thunderstorm_Wind,1410_605_1450_646,2020-07-16 14:00:00,2020-07-16 14:00:00,Thunderstorm_Wind 2020071614 2020071614
Hail,1414_603_1455_644,2020-07-16 16:00:00,2020-07-16 16:00:00,Hail 2020071616 2020071616
Marine_Thunderstorm_Wind,1150_784_1196_831,2020-07-19 02:00:00,2020-07-19 02:00:00,Marine_Thunderstorm_Wind 2020071902 2020071902
Lightning,1586_743_1627_784,2020-07-01 13:00:00,2020-07-01 13:00:00,Lightning 2020070113 2020070113
Thunderstorm_Wind,1587_727_1628_768,2020-07-02 21:00:00,2020-07-02 21:00:00,Thunderstorm_Wind 2020070221 2020070221
Thunderstorm_Wind,881_636_945_686,2020-07-10 22:00:00,2020-07-10 23:00:00,Thunderstorm_Wind 2020071022 2020071023
Thunderstorm_Wind,918_632_961_677,2020-07-11 00:00:00,2020-07-11 00:00:00,Thunderstorm_Wind 2020071100 2020071100
Hail,869_669_911_711,2020-07-17 07:00:00,2020-07-17 07:00:00,Hail 2020071707 2020071707
Thunderstorm_Wind,1364_392_1405_438,2020-07-25 16:00:00,2020-07-25 16:00:00,Thunderstorm_Wind 2020072516 2020072516
Flash_Flood+Heavy_Rain,1377_382_1423_431,2020-07-29 18:00:00,2020-07-29 20:00:00,"Flash_Flood 2020072919 2020072920,Heavy_Rain 2020072918 2020072920"
Marine_Thunderstorm_Wind,1514_517_1554_562,2020-07-23 13:00:00,2020-07-23 14:00:00,Marine_Thunderstorm_Wind 2020072313 2020072314
Thunderstorm_Wind,1484_486_1527_529,2020-07-28 17:00:00,2020-07-28 17:00:00,Thunderstorm_Wind 2020072817 2020072817
Thunderstorm_Wind,1507_569_1560_622,2020-07-28 19:00:00,2020-07-28 19:00:00,Thunderstorm_Wind 2020072819 2020072819
Marine_Thunderstorm_Wind,1498_521_1541_565,2020-07-28 18:00:00,2020-07-28 19:00:00,Marine_Thunderstorm_Wind 2020072818 2020072819
Marine_Thunderstorm_Wind,961_182_1001_222,2020-07-17 08:00:00,2020-07-17 08:00:00,Marine_Thunderstorm_Wind 2020071708 2020071708
Waterspout,959_158_1009_209,2020-07-19 08:00:00,2020-07-19 08:00:00,Waterspout 2020071908 2020071908
Flash_Flood,870_394_915_438,2020-07-27 23:00:00,2020-07-28 02:00:00,Flash_Flood 2020072723 2020072802
Thunderstorm_Wind,834_398_878_441,2020-07-28 16:00:00,2020-07-28 16:00:00,Thunderstorm_Wind 2020072816 2020072816
Thunderstorm_Wind,841_441_885_485,2020-07-29 21:00:00,2020-07-29 21:00:00,Thunderstorm_Wind 2020072921 2020072921
Marine_Thunderstorm_Wind,1138_721_1196_821,2020-07-19 02:00:00,2020-07-19 04:00:00,Marine_Thunderstorm_Wind 2020071902 2020071904
Thunderstorm_Wind,1473_591_1513_631,2020-07-04 14:00:00,2020-07-04 14:00:00,Thunderstorm_Wind 2020070414 2020070414
Marine_Thunderstorm_Wind,1490_556_1534_603,2020-07-14 03:00:00,2020-07-14 03:00:00,Marine_Thunderstorm_Wind 2020071403 2020071403
Marine_Thunderstorm_Wind,1490_556_1534_603,2020-07-17 14:00:00,2020-07-17 14:00:00,Marine_Thunderstorm_Wind 2020071714 2020071714
Thunderstorm_Wind,1397_576_1525_667,2020-11-15 16:00:00,2020-11-15 19:00:00,Thunderstorm_Wind 2020111516 2020111519
Flood,1476_609_1522_663,2020-11-30 12:00:00,2020-11-30 17:00:00,Flood 2020113012 2020113017
Flood,1430_540_1499_630,2020-11-30 07:00:00,2020-11-30 17:00:00,Flood 2020113007 2020113017
Thunderstorm_Wind,1260_550_1343_664,2020-11-15 10:00:00,2020-11-15 13:00:00,Thunderstorm_Wind 2020111510 2020111513
Heavy_Rain,1503_570_1561_632,2020-11-11 12:00:00,2020-11-12 17:00:00,Heavy_Rain 2020111112 2020111217
Marine_High_Wind+Marine_Strong_Wind,1501_522_1546_587,2020-11-12 09:00:00,2020-11-12 17:00:00,"Marine_High_Wind 2020111217 2020111217,Marine_Strong_Wind 2020111209 2020111216"
Marine_Thunderstorm_Wind+Waterspout,1400_220_1441_323,2020-08-18 13:00:00,2020-08-18 17:00:00,"Marine_Thunderstorm_Wind 2020081813 2020081813,Waterspout 2020081817 2020081817"
Waterspout,1387_277_1431_322,2020-08-19 14:00:00,2020-08-19 14:00:00,Waterspout 2020081914 2020081914
Thunderstorm_Wind,1399_230_1440_271,2020-08-19 16:00:00,2020-08-19 16:00:00,Thunderstorm_Wind 2020081916 2020081916
Thunderstorm_Wind,1484_630_1540_727,2020-11-15 18:00:00,2020-11-15 20:00:00,Thunderstorm_Wind 2020111518 2020111520
Thunderstorm_Wind,1504_601_1567_732,2020-11-15 19:00:00,2020-11-15 21:00:00,Thunderstorm_Wind 2020111519 2020111521
Flash_Flood+Flood,1375_421_1422_470,2020-11-12 10:00:00,2020-11-12 20:00:00,"Flash_Flood 2020111210 2020111215,Flood 2020111219 2020111220"
Flash_Flood+Flood,1359_418_1425_506,2020-11-12 03:00:00,2020-11-14 05:00:00,"Flash_Flood 2020111203 2020111221,Flood 2020111209 2020111405"
Hail+Thunderstorm_Wind,802_464_889_525,2020-11-09 16:00:00,2020-11-09 23:00:00,"Hail 2020110916 2020110919,Thunderstorm_Wind 2020110923 2020110923"
Hail+Thunderstorm_Wind,814_457_893_526,2020-11-24 15:00:00,2020-11-24 16:00:00,"Hail 2020112415 2020112415,Thunderstorm_Wind 2020112416 2020112416"
Heavy_Rain+Thunderstorm_Wind,967_656_1062_726,2020-07-08 15:00:00,2020-07-09 16:00:00,"Heavy_Rain 2020070815 2020070916,Thunderstorm_Wind 2020070909 2020070911"
Funnel_Cloud+Hail+Heavy_Rain+Thunderstorm_Wind,966_589_1051_690,2020-07-14 05:00:00,2020-07-15 10:00:00,"Funnel_Cloud 2020071417 2020071417,Hail 2020071417 2020071420,Heavy_Rain 2020071405 2020071510,Thunderstorm_Wind 2020071418 2020071420"
Debris_Flow+Flash_Flood+Thunderstorm_Wind,1778_0_1798_20,2020-07-30 03:00:00,2020-07-30 21:00:00,"Debris_Flow 2020073010 2020073021,Flash_Flood 2020073009 2020073021,Thunderstorm_Wind 2020073003 2020073005"
Hail,655_513_699_557,2020-07-30 19:00:00,2020-07-30 19:00:00,Hail 2020073019 2020073019
Thunderstorm_Wind,675_508_716_549,2020-07-31 18:00:00,2020-07-31 18:00:00,Thunderstorm_Wind 2020073118 2020073118
